Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
2024-07-08 14:26:00,14:26:00,CNR3129360445,Canceled by Driver,CID677873,Prime Sedan,Phool Bagh,Swaroop Nagar,0.0,0.0,N/A,Customer related issue,N/A,N/A,105,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-24 04:28:00,04:28:00,CNR9946373260,Success,CID830238,Prime Sedan,Juhi,Nawabganj,133.0,75.0,N/A,N/A,No,N/A,152,Cash,2,4.9,4.2,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-05 17:30:00,17:30:00,CNR8031909066,Success,CID215630,Auto,Arya Nagar,Swaroop Nagar,133.0,45.0,N/A,N/A,No,N/A,246,Cash,7,3.4,4.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-19 15:39:00,15:39:00,CNR4274363772,Success,CID244633,eBike,Sisamau,Juhi,56.0,85.0,N/A,N/A,No,N/A,443,UPI,7,4.0,3.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-05 03:15:00,03:15:00,CNR2412183445,Success,CID866861,eBike,Mall Road,Naubasta,294.0,70.0,N/A,N/A,No,N/A,351,Cash,29,4.8,4.6,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-21 14:32:00,14:32:00,CNR6125376413,Success,CID687242,Bike,Naubasta,Ashok Nagar,224.0,40.0,N/A,N/A,No,N/A,652,Cash,28,4.7,4.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-21 04:26:00,04:26:00,CNR1252340821,Success,CID935061,Auto,Vijay Nagar,Sisamau,35.0,25.0,N/A,N/A,No,N/A,189,UPI,6,4.5,4.2,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-21 07:26:00,07:26:00,CNR1354460282,Driver Not Found,CID460355,Prime SUV,Rail Bazaar,Mall Road,0.0,0.0,N/A,N/A,N/A,N/A,294,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-03 20:44:00,20:44:00,CNR1459257978,Canceled by Customer,CID650143,Prime Plus,Saket Nagar,Naubasta,0.0,0.0,Change of plans,N/A,N/A,N/A,2609,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-14 03:02:00,03:02:00,CNR7692757758,Success,CID997623,Mini,Krishna Nagar,Barra,210.0,80.0,N/A,N/A,No,N/A,426,Cash,43,4.7,4.7,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-24 22:19:00,22:19:00,CNR4187732395,Canceled by Driver,CID313960,eBike,Lakhanpur,Ratan Lal Nagar,0.0,0.0,N/A,Personal & Car related issue,N/A,N/A,253,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-07 10:26:00,10:26:00,CNR8507052268,Success,CID598880,Prime Sedan,Civil Lines,Mall Road,196.0,80.0,N/A,N/A,No,N/A,430,Cash,12,3.8,4.7,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-26 10:45:00,10:45:00,CNR7399568713,Success,CID129172,Prime SUV,Barra,Shastri Nagar,252.0,140.0,N/A,N/A,No,N/A,200,UPI,8,3.1,4.4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-03 14:24:00,14:24:00,CNR3544770639,Canceled by Driver,CID176556,Auto,Civil Lines,Saket Nagar,0.0,0.0,N/A,Customer related issue,N/A,N/A,334,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-18 10:29:00,10:29:00,CNR7665626661,Driver Not Found,CID101381,Mini,Barra,Barra,0.0,0.0,N/A,N/A,N/A,N/A,733,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-24 21:43:00,21:43:00,CNR5970162500,Success,CID723632,Bike,Shastri Nagar,Sisamau,238.0,140.0,N/A,N/A,No,N/A,296,UPI,20,3.3,3.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-21 16:59:00,16:59:00,CNR9045177675,Success,CID704866,Auto,Chunniganj,Naubasta,245.0,85.0,N/A,N/A,No,N/A,447,UPI,13,3.4,3.5,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-15 07:12:00,07:12:00,CNR2358848978,Driver Not Found,CID894788,Bike,Kidwai Nagar,Kalyanpur,0.0,0.0,N/A,N/A,N/A,N/A,2836,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-22 02:12:00,02:12:00,CNR7816234826,Success,CID337305,Auto,Panki,Juhi,308.0,140.0,N/A,N/A,No,N/A,478,Cash,4,3.0,4.4,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-18 23:18:00,23:18:00,CNR7418088344,Canceled by Driver,CID737493,Prime SUV,Kakadeo,Civil Lines,0.0,0.0,N/A,More than permitted people in there,N/A,N/A,292,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-27 08:40:00,08:40:00,CNR2862988896,Success,CID267430,Prime Sedan,Govind Nagar,Panki,182.0,35.0,N/A,N/A,No,N/A,158,Cash,27,3.9,3.2,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-29 17:13:00,17:13:00,CNR6059069076,Success,CID863789,Prime Sedan,Swaroop Nagar,Govind Nagar,147.0,40.0,N/A,N/A,No,N/A,137,UPI,14,3.5,3.7,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-20 04:49:00,04:49:00,CNR4055460611,Driver Not Found,CID733359,Prime Plus,Vijay Nagar,Saket Nagar,0.0,0.0,N/A,N/A,N/A,N/A,454,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-16 23:20:00,23:20:00,CNR2876561748,Success,CID982932,Bike,Ratan Lal Nagar,Nawabganj,91.0,110.0,N/A,N/A,No,N/A,197,UPI,10,4.9,4.9,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-15 23:51:00,23:51:00,CNR6844230756,Success,CID272870,Auto,Govind Nagar,Kakadeo,301.0,45.0,N/A,N/A,No,N/A,384,Cash,9,4.2,3.9,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-29 15:52:00,15:52:00,CNR8263023781,Canceled by Driver,CID429458,Auto,Krishna Nagar,Parade,0.0,0.0,N/A,Customer related issue,N/A,N/A,125,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-22 04:13:00,04:13:00,CNR1705108789,Success,CID888270,Prime Plus,Kalyanpur,Parade,70.0,25.0,N/A,N/A,No,N/A,246,Cash,41,4.9,3.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-15 06:04:00,06:04:00,CNR6791998017,Canceled by Driver,CID905167,eBike,Harjinder Nagar,Sisamau,0.0,0.0,N/A,Personal & Car related issue,N/A,N/A,241,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-03 03:33:00,03:33:00,CNR6263345114,Success,CID676912,Mini,Colonelganj,Chunniganj,140.0,30.0,N/A,N/A,No,N/A,372,Cash,20,4.6,3.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-19 18:05:00,18:05:00,CNR1669551196,Success,CID875782,eBike,Swaroop Nagar,Shastri Nagar,70.0,35.0,N/A,N/A,No,N/A,1475,UPI,3,3.6,3.6,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-29 05:24:00,05:24:00,CNR5645717601,Success,CID870929,Mini,Lakhanpur,Panki,273.0,105.0,N/A,N/A,No,N/A,488,Cash,44,3.5,3.4,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-20 03:56:00,03:56:00,CNR1862612151,Success,CID847056,Prime Sedan,Ratan Lal Nagar,Mall Road,301.0,60.0,N/A,N/A,No,N/A,364,Credit Card,5,4.0,4.8,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-14 00:38:00,00:38:00,CNR5398508232,Success,CID451407,eBike,Colonelganj,Kidwai Nagar,217.0,90.0,N/A,N/A,No,N/A,765,Cash,10,3.3,4.3,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-22 05:49:00,05:49:00,CNR8745831778,Driver Not Found,CID882328,Auto,Shastri Nagar,Vijay Nagar,0.0,0.0,N/A,N/A,N/A,N/A,183,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-14 22:26:00,22:26:00,CNR6801250146,Success,CID128389,eBike,Kidwai Nagar,Nawabganj,245.0,60.0,N/A,N/A,No,N/A,323,UPI,45,3.5,4.7,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-16 12:26:00,12:26:00,CNR4557968601,Success,CID247046,Mini,Lakhanpur,Vijay Nagar,119.0,130.0,N/A,N/A,No,N/A,697,Cash,10,3.4,3.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-22 23:39:00,23:39:00,CNR6740554979,Canceled by Driver,CID812738,eBike,Krishna Nagar,Birhana Road,0.0,0.0,N/A,More than permitted people in there,N/A,N/A,378,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-28 17:56:00,17:56:00,CNR7405099209,Canceled by Driver,CID234057,Prime SUV,Parade,Govind Nagar,0.0,0.0,N/A,Customer related issue,N/A,N/A,488,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-25 09:34:00,09:34:00,CNR5959867123,Success,CID526670,Prime Plus,Sisamau,Swaroop Nagar,266.0,95.0,N/A,N/A,Yes,Vehicle Breakdown,137,UPI,16,4.4,5.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-24 07:19:00,07:19:00,CNR9541330533,Success,CID474547,Auto,Ashok Nagar,Phool Bagh,252.0,30.0,N/A,N/A,No,N/A,668,UPI,19,4.6,4.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-20 16:04:00,16:04:00,CNR7616513379,Canceled by Customer,CID933608,Prime SUV,Phool Bagh,Parade,0.0,0.0,Driver is not moving towards pickup location,N/A,N/A,N/A,756,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-16 06:15:00,06:15:00,CNR6198555078,Success,CID892593,Mini,Panki,Vijay Nagar,196.0,50.0,N/A,N/A,No,N/A,418,Cash,4,4.4,4.2,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-08 15:19:00,15:19:00,CNR6101407524,Success,CID684918,Auto,Sisamau,Ashok Nagar,168.0,115.0,N/A,N/A,No,N/A,187,Cash,1,4.0,3.3,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-20 19:51:00,19:51:00,CNR3362305101,Success,CID737745,Mini,Parade,Colonelganj,56.0,105.0,N/A,N/A,No,N/A,356,UPI,13,4.4,3.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-01 09:31:00,09:31:00,CNR2811523519,Success,CID254061,Prime SUV,Lakhanpur,Swaroop Nagar,175.0,45.0,N/A,N/A,No,N/A,244,Cash,27,4.5,3.8,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-10 22:10:00,22:10:00,CNR2248619297,Success,CID704795,eBike,Phool Bagh,Harjinder Nagar,168.0,55.0,N/A,N/A,No,N/A,238,Cash,10,3.2,4.5,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-22 18:15:00,18:15:00,CNR1896642972,Success,CID895028,Bike,Lakhanpur,Kidwai Nagar,294.0,55.0,N/A,N/A,No,N/A,359,UPI,36,4.0,4.8,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-04 07:52:00,07:52:00,CNR6701525046,Success,CID437474,Prime Plus,Barra,Kakadeo,231.0,50.0,N/A,N/A,No,N/A,451,Cash,22,4.7,3.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-15 15:48:00,15:48:00,CNR6887952765,Driver Not Found,CID398391,Prime SUV,Tilak Nagar,Parade,0.0,0.0,N/A,N/A,N/A,N/A,1446,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-26 01:27:00,01:27:00,CNR5950972993,Success,CID897815,eBike,Rail Bazaar,Naubasta,84.0,35.0,N/A,N/A,No,N/A,100,Cash,23,3.6,3.5,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-15 01:32:00,01:32:00,CNR3904133681,Success,CID873872,eBike,Nawabganj,Rail Bazaar,259.0,80.0,N/A,N/A,No,N/A,980,Cash,11,4.9,4.3,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-10 02:52:00,02:52:00,CNR2909409093,Success,CID253227,Prime Sedan,Lakhanpur,Krishna Nagar,168.0,70.0,N/A,N/A,Yes,Other Issue,226,Cash,32,4.4,3.1,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-02 18:33:00,18:33:00,CNR7242242051,Driver Not Found,CID535347,Prime SUV,Parade,Mall Road,0.0,0.0,N/A,N/A,N/A,N/A,692,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-11 21:28:00,21:28:00,CNR4509810019,Canceled by Customer,CID954820,Bike,Mall Road,Juhi,0.0,0.0,Driver asked to cancel,N/A,N/A,N/A,259,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-08 23:27:00,23:27:00,CNR6147912824,Success,CID678127,Prime Plus,Mall Road,Mall Road,98.0,35.0,N/A,N/A,No,N/A,506,UPI,6,4.3,4.2,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-23 13:01:00,13:01:00,CNR2951275136,Success,CID238100,Prime Plus,Govind Nagar,Birhana Road,161.0,35.0,N/A,N/A,No,N/A,959,UPI,39,4.1,3.7,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-29 13:51:00,13:51:00,CNR9449474703,Canceled by Customer,CID790103,Mini,Barra,Kalyanpur,0.0,0.0,Driver is not moving towards pickup location,N/A,N/A,N/A,316,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-29 00:28:00,00:28:00,CNR9383681230,Success,CID698097,Bike,Mall Road,Shastri Nagar,105.0,110.0,N/A,N/A,No,N/A,121,Cash,13,3.9,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-03 03:27:00,03:27:00,CNR6312541740,Success,CID722682,Mini,Gumti No 5,Gumti No 5,301.0,75.0,N/A,N/A,No,N/A,352,UPI,14,3.1,4.4,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-11 14:24:00,14:24:00,CNR6537665057,Canceled by Customer,CID627746,Prime Plus,Vijay Nagar,Parade,0.0,0.0,Wrong Address,N/A,N/A,N/A,989,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-08 04:42:00,04:42:00,CNR1178798095,Success,CID318433,Prime Plus,Kalyanpur,Ashok Nagar,210.0,145.0,N/A,N/A,No,N/A,450,UPI,48,3.3,4.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-16 18:43:00,18:43:00,CNR7960945213,Success,CID494973,Bike,Rail Bazaar,Kalyanpur,294.0,145.0,N/A,N/A,No,N/A,499,UPI,6,4.9,4.6,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-19 00:03:00,00:03:00,CNR5223549154,Driver Not Found,CID648356,Bike,Rail Bazaar,Govind Nagar,0.0,0.0,N/A,N/A,N/A,N/A,428,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-07 23:32:00,23:32:00,CNR2989204017,Success,CID607510,Prime SUV,Mall Road,Shastri Nagar,301.0,100.0,N/A,N/A,No,N/A,394,Cash,31,4.0,4.1,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-30 20:31:00,20:31:00,CNR9551875517,Canceled by Driver,CID337446,Auto,Naubasta,Birhana Road,0.0,0.0,N/A,Customer was coughing/sick,N/A,N/A,363,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-01 21:22:00,21:22:00,CNR8368036714,Canceled by Driver,CID162634,Mini,Mall Road,Sisamau,0.0,0.0,N/A,Customer related issue,N/A,N/A,270,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-22 03:15:00,03:15:00,CNR2395710036,Canceled by Customer,CID581320,eBike,Rail Bazaar,Barra,0.0,0.0,Driver is not moving towards pickup location,N/A,N/A,N/A,384,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-11 15:20:00,15:20:00,CNR6305430613,Driver Not Found,CID634064,Auto,Barra,Phool Bagh,0.0,0.0,N/A,N/A,N/A,N/A,2525,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-28 02:28:00,02:28:00,CNR5785600961,Canceled by Driver,CID437218,Auto,Govind Nagar,Parade,0.0,0.0,N/A,Customer was coughing/sick,N/A,N/A,369,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-12 22:52:00,22:52:00,CNR8205991264,Success,CID668313,Prime SUV,Mall Road,Kidwai Nagar,217.0,70.0,N/A,N/A,No,N/A,152,Cash,49,3.3,4.7,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-02 20:05:00,20:05:00,CNR8626997199,Canceled by Customer,CID941033,Prime SUV,Civil Lines,Kalyanpur,0.0,0.0,Driver is not moving towards pickup location,N/A,N/A,N/A,316,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-11 18:14:00,18:14:00,CNR7462705533,Canceled by Driver,CID877124,Prime SUV,Ratan Lal Nagar,Harjinder Nagar,0.0,0.0,N/A,More than permitted people in there,N/A,N/A,2971,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-19 21:51:00,21:51:00,CNR3269410711,Driver Not Found,CID195457,Prime Plus,Kakadeo,Saket Nagar,0.0,0.0,N/A,N/A,N/A,N/A,101,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-07 21:44:00,21:44:00,CNR3341634641,Driver Not Found,CID917713,Mini,Tilak Nagar,Colonelganj,0.0,0.0,N/A,N/A,N/A,N/A,594,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-27 18:23:00,18:23:00,CNR5433575259,Success,CID763377,Prime Sedan,Rail Bazaar,Shastri Nagar,189.0,135.0,N/A,N/A,Yes,Vehicle Breakdown,1921,UPI,40,3.3,3.9,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-30 09:49:00,09:49:00,CNR5035063846,Canceled by Driver,CID971961,Prime Plus,Sisamau,Birhana Road,0.0,0.0,N/A,Customer was coughing/sick,N/A,N/A,383,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-19 15:19:00,15:19:00,CNR8911994476,Success,CID489337,eBike,Tilak Nagar,Mall Road,98.0,60.0,N/A,N/A,No,N/A,389,UPI,1,3.7,4.4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-26 23:13:00,23:13:00,CNR9687537345,Canceled by Driver,CID155428,Prime SUV,Vijay Nagar,Arya Nagar,0.0,0.0,N/A,Customer was coughing/sick,N/A,N/A,334,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-21 16:07:00,16:07:00,CNR1850759664,Driver Not Found,CID676290,Prime Sedan,Harjinder Nagar,Rail Bazaar,0.0,0.0,N/A,N/A,N/A,N/A,914,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-01 05:57:00,05:57:00,CNR3433381402,Success,CID637298,Auto,Nawabganj,Chunniganj,287.0,145.0,N/A,N/A,Yes,Other Issue,401,UPI,3,4.5,3.5,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-14 13:14:00,13:14:00,CNR2432497222,Canceled by Driver,CID523552,Prime Plus,Juhi,Lakhanpur,0.0,0.0,N/A,More than permitted people in there,N/A,N/A,701,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-10 09:06:00,09:06:00,CNR2416804984,Success,CID970363,eBike,Shastri Nagar,Civil Lines,294.0,105.0,N/A,N/A,No,N/A,415,UPI,2,4.2,3.7,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-23 22:46:00,22:46:00,CNR7771521271,Canceled by Customer,CID788380,Prime Plus,Ratan Lal Nagar,Gumti No 5,0.0,0.0,Change of plans,N/A,N/A,N/A,210,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-02 21:00:00,21:00:00,CNR8927696203,Success,CID796065,Prime Plus,Saket Nagar,Kalyanpur,231.0,70.0,N/A,N/A,No,N/A,199,Cash,6,3.7,4.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-22 03:13:00,03:13:00,CNR7043652704,Success,CID346084,Prime SUV,Barra,Kidwai Nagar,35.0,85.0,N/A,N/A,No,N/A,297,Cash,43,4.4,3.1,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-08 14:16:00,14:16:00,CNR7601243246,Success,CID101840,Auto,Naubasta,Chunniganj,56.0,55.0,N/A,N/A,No,N/A,223,Cash,12,4.4,4.4,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-28 00:44:00,00:44:00,CNR1745116952,Success,CID997245,Bike,Juhi,Mall Road,203.0,60.0,N/A,N/A,No,N/A,304,Debit Card,42,4.6,3.1,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-23 06:07:00,06:07:00,CNR9023834226,Canceled by Driver,CID465241,Mini,Kidwai Nagar,Barra,0.0,0.0,N/A,Customer related issue,N/A,N/A,186,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-09 18:17:00,18:17:00,CNR4605642207,Success,CID302673,Mini,Vijay Nagar,Colonelganj,119.0,50.0,N/A,N/A,No,N/A,113,UPI,30,4.3,3.3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-11 03:22:00,03:22:00,CNR4251304471,Success,CID888740,Prime SUV,Gumti No 5,Mall Road,294.0,145.0,N/A,N/A,No,N/A,876,Cash,21,4.7,3.3,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-26 21:03:00,21:03:00,CNR8500000607,Canceled by Customer,CID525517,eBike,Phool Bagh,Swaroop Nagar,0.0,0.0,Driver asked to cancel,N/A,N/A,N/A,203,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-23 02:47:00,02:47:00,CNR4910934029,Driver Not Found,CID120136,Prime SUV,Ratan Lal Nagar,Phool Bagh,0.0,0.0,N/A,N/A,N/A,N/A,201,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-18 15:36:00,15:36:00,CNR6879499968,Success,CID446732,Prime SUV,Gumti No 5,Ashok Nagar,56.0,75.0,N/A,N/A,No,N/A,302,UPI,24,4.8,3.7,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-10 17:07:00,17:07:00,CNR1491096639,Success,CID988485,Prime Plus,Kakadeo,Kalyanpur,161.0,145.0,N/A,N/A,No,N/A,268,UPI,19,4.5,3.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-25 02:42:00,02:42:00,CNR4772708236,Success,CID260602,Prime SUV,Panki,Kidwai Nagar,42.0,130.0,N/A,N/A,Yes,Customer Demand,149,Cash,40,3.6,3.9,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-27 04:01:00,04:01:00,CNR5390327053,Driver Not Found,CID973720,Prime Sedan,Barra,Panki,0.0,0.0,N/A,N/A,N/A,N/A,1426,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-12 10:18:00,10:18:00,CNR8883541278,Driver Not Found,CID465773,Mini,Ratan Lal Nagar,Naubasta,0.0,0.0,N/A,N/A,N/A,N/A,470,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-13 23:50:00,23:50:00,CNR1132666600,Success,CID658232,Auto,Chunniganj,Krishna Nagar,98.0,145.0,N/A,N/A,No,N/A,984,Cash,1,3.0,4.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-05 20:27:00,20:27:00,CNR9230962984,Success,CID536893,Prime Sedan,Gumti No 5,Saket Nagar,112.0,130.0,N/A,N/A,No,N/A,2264,Credit Card,23,4.4,4.5,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-03 18:54:00,18:54:00,CNR1757819544,Canceled by Driver,CID183621,Prime Plus,Rail Bazaar,Nawabganj,0.0,0.0,N/A,Personal & Car related issue,N/A,N/A,715,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-21 15:06:00,15:06:00,CNR5303340498,Canceled by Customer,CID565427,Auto,Govind Nagar,Birhana Road,0.0,0.0,Change of plans,N/A,N/A,N/A,314,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-29 19:31:00,19:31:00,CNR7080714607,Success,CID702035,Mini,Kalyanpur,Rail Bazaar,63.0,40.0,N/A,N/A,No,N/A,383,Credit Card,42,4.5,4.7,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-26 04:03:00,04:03:00,CNR2404745292,Success,CID753660,Bike,Ratan Lal Nagar,Krishna Nagar,245.0,105.0,N/A,N/A,No,N/A,833,Cash,38,4.1,3.6,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-14 06:18:00,06:18:00,CNR6000963612,Driver Not Found,CID813034,eBike,Kidwai Nagar,Phool Bagh,0.0,0.0,N/A,N/A,N/A,N/A,883,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-30 22:34:00,22:34:00,CNR8525700851,Canceled by Driver,CID321838,Prime Sedan,Harjinder Nagar,Birhana Road,0.0,0.0,N/A,Personal & Car related issue,N/A,N/A,311,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-26 15:40:00,15:40:00,CNR6884129435,Canceled by Driver,CID427946,eBike,Naubasta,Govind Nagar,0.0,0.0,N/A,Personal & Car related issue,N/A,N/A,377,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-28 15:27:00,15:27:00,CNR6837341764,Success,CID764628,Prime Plus,Ashok Nagar,Harjinder Nagar,154.0,120.0,N/A,N/A,No,N/A,344,UPI,26,4.9,4.4,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-26 02:35:00,02:35:00,CNR2649950584,Success,CID579130,Auto,Mall Road,Panki,70.0,60.0,N/A,N/A,No,N/A,444,UPI,15,4.7,4.3,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
